Imprint,Product ID,Full Title,ISSN,Change History,Journal title,OA model,Currency,Price,freedom_collection
Pergamon,00105,Oral Oncology,1368-8375,Formerly known as European Journal of Cancer Part B: Oral Oncology,Oral Oncology,Hybrid,USD,2600,Freedom Collection
Pergamon,00476,Organic Geochemistry,0146-6380,NA,Organic Geochemistry,Hybrid,USD,2500,Freedom Collection
Pergamon,07753,Organizational Dynamics,0090-2616,NA,Organizational Dynamics,Hybrid,USD,1800,Freedom Collection
Pergamon,00328,Pattern Recognition,0031-3203,NA,Pattern Recognition,Hybrid,USD,3100,Freedom Collection
Pergamon,00603,Personality and Individual Differences,0191-8869,NA,Personality and Individual Differences,Hybrid,USD,2350,Freedom Collection
Pergamon,07536,Pharmacology & Therapeutics,0163-7258,"Incorporating Pharmacology & Therapeutics. Part A: Chemotherapy, Toxicology and Metabolic Inhibitors, Pharmacology & Therapeutics. Part B: General and Systematic Pharmacology and Pharmacology & Therapeutics. Part C: Clinical Pharmacology and Therapeutics",Pharmacology and Therapeutics,Hybrid,USD,3700,Freedom Collection
Pergamon,00413,"Physics and Chemistry of the Earth, Parts A/B/C",1474-7065,"Incorporating Physics and Chemistry of the Earth, Part A: Solid Earth and Geodesy, Physics and Chemistry of the Earth, Part B: Hydrology, Oceans and Atmosphere and Physics and Chemistry of the Earth, Part C: Solar, Terrestrial & Planetary Science",Physics and Chemistry of the Earth,Hybrid,USD,1500,Freedom Collection
Pergamon,00273,Phytochemistry,0031-9422,NA,Phytochemistry,Hybrid,USD,3300,Freedom Collection
Pergamon,00200,Planetary and Space Science,0032-0633,NA,NA,NA,NA,NA,Freedom Collection
Pergamon,03077,Political Geography,0962-6298,Formerly known as Political Geography Quarterly,Political Geography,Hybrid,USD,1200,Freedom Collection
Pergamon,00218,Polyhedron,0277-5387,Incorporating Inorganic and Nuclear Chemistry Letters and Journal of Inorganic and Nuclear Chemistry,Polyhedron,Hybrid,USD,2600,Freedom Collection
Pergamon,00415,Progress in Aerospace Sciences,0376-0421,NA,Progress in Aerospace Sciences,Hybrid,USD,3300,Freedom Collection
Pergamon,00408,Progress in Biophysics and Molecular Biology,0079-6107,Formerly Known as Progress in Biophysics and Biophysical Chemistry,Progress in Biophysics and Molecular Biology,Hybrid,USD,3400,Freedom Collection
Pergamon,00492,Progress in Crystal Growth and Characterization of Materials,0960-8974,Formerly known as Progress in Crystal Growth and Characterization,NA,NA,NA,NA,Freedom Collection
Pergamon,00474,Progress in Energy and Combustion Science,0360-1285,NA,Progress in Energy and Combustion Science,Hybrid,USD,3300,Freedom Collection
Pergamon,00407,Progress in Lipid Research,0163-7827,Formerly known as Progress in the Chemistry of Fats and other Lipids,Progress in Lipid Research,Hybrid,USD,4000,Freedom Collection
Pergamon,00414,Progress in Materials Science,0079-6425,Formerly known as Progress in Metal Physics,Progress in Materials Science,Hybrid,USD,3300,Freedom Collection
Pergamon,00412,Progress in Neurobiology,0301-0082,NA,Progress in Neurobiology,Hybrid,USD,3800,Freedom Collection
Pergamon,00478,Progress in Nuclear Energy,0149-1970,NA,Progress in Nuclear Energy,Hybrid,USD,1900,Freedom Collection
Pergamon,05178,Progress in Nuclear Magnetic Resonance Spectroscopy,0079-6565,NA,Progress in Nuclear Magnetic Resonance Spectroscopy,Hybrid,USD,3300,Freedom Collection
Pergamon,00422,Progress in Oceanography,0079-6611,NA,Progress in Oceanography,Hybrid,USD,3900,Freedom Collection
Pergamon,00419,Progress in Particle and Nuclear Physics,0146-6410,NA,Progress in Particle and Nuclear Physics,Hybrid,USD,3000,Freedom Collection
Pergamon,00409,Progress in Planning,0305-9006,NA,Progress in Planning,Hybrid,USD,5000,Freedom Collection
Pergamon,00418,Progress in Polymer Science,0079-6700,NA,Progress in Polymer Science,Hybrid,USD,3300,Freedom Collection
Pergamon,00410,Progress in Quantum Electronics,0079-6727,NA,Progress in Quantum Electronics,Hybrid,USD,2600,Freedom Collection
Pergamon,00664,Progress in Retinal and Eye Research,1350-9462,Formerly known as Progress in Retinal Research,Progress in Retinal and Eye Research,Hybrid,USD,3550,Freedom Collection
Pergamon,00417,Progress in Solid State Chemistry,0079-6786,NA,NA,NA,NA,NA,Freedom Collection
Pergamon,00411,Progress in Surface Science,0079-6816,NA,Progress in Surface Science,Hybrid,USD,3000,Freedom Collection
Pergamon,00473,Psychoneuroendocrinology,0306-4530,NA,Psychoneuroendocrinology,Hybrid,USD,3200,Freedom Collection
Pergamon,00865,Quaternary International,1040-6182,NA,Quaternary International,Hybrid,USD,3300,Freedom Collection
Pergamon,00636,Quaternary Science Reviews,0277-3791,NA,Quaternary Science Reviews,Hybrid,USD,3000,Freedom Collection
Pergamon,00286,Radiation Measurements,1350-4487,Formerly known as Nuclear Tracks and Radiation Measurements,Radiation Measurements,Hybrid,USD,2200,Freedom Collection
Pergamon,00331,Radiation Physics and Chemistry,0969-806X,Formerly known as International Journal of Radiation Applications and Instrumentation. Part C. Radiation Physics and Chemistry,Radiation Physics and Chemistry,Hybrid,USD,2200,Freedom Collection
Pergamon,00969,Renewable Energy,0960-1481,Incorporating Solar & Wind Technology,Renewable Energy,Hybrid,USD,3000,Freedom Collection
Pergamon,01010,Renewable and Sustainable Energy Reviews,1364-0321,NA,Renewable and Sustainable Energy Reviews,Hybrid,USD,3550,Freedom Collection
Pergamon,00416,Reports on Mathematical Physics,0034-4877,NA,Reports on Mathematical Physics,Hybrid,USD,3000,Freedom Collection
Pergamon,07552,Reproductive Toxicology,0890-6238,NA,Reproductive Toxicology,Hybrid,USD,3400,Freedom Collection
Pergamon,00826,Research in Developmental Disabilities,0891-4222,Incorporating Analysis and Intervention in Developmental Disabilities and Applied Research in Mental Retardation,Research in Developmental Disabilities,Hybrid,USD,2300,Freedom Collection
Pergamon,03079,Resources Policy,0301-4207,NA,Resources Policy,Hybrid,USD,1200,Freedom Collection
Pergamon,00704,Robotics and Computer-Integrated Manufacturing,0736-5845,Incorporating Computer Integrated Manufacturing Systems,Robotics and Computer-Integrated Manufacturing,Hybrid,USD,3100,Freedom Collection
Pergamon,00872,Scandinavian Journal of Management,0956-5221,Formerly known as Scandinavian Journal of Management Studies,Scandinavian Journal of Management,Hybrid,USD,1800,Freedom Collection
Pergamon,00222,Scripta Materialia,1359-6462,Formerly known as Scripta Metallurgica et Materialia; Incorporating Nanostructured Materials,Scripta Materialia,Hybrid,USD,3000,Freedom Collection
Pergamon,00315,Social Science & Medicine,0277-9536,"Incorporating Social Science & Medicine. Part A: Medical Psychology & Medical Sociology, Social Science & Medicine. Part B: Medical Anthropology, Social Science & Medicine. Part C: Medical Economics, Social Science & Medicine. Part D: Medical Geography, S",Social Science & Medicine,Hybrid,USD,3400,Freedom Collection
Pergamon,00317,Socio-Economic Planning Sciences,0038-0121,NA,Socio-Economic Planning Sciences,Hybrid,USD,1800,Freedom Collection
Pergamon,00332,Soil Biology and Biochemistry,0038-0717,NA,Soil Biology and Biochemistry,Hybrid,USD,3400,Freedom Collection
Pergamon,00329,Solar Energy,0038-092X,NA,Solar Energy,Hybrid,USD,3300,Freedom Collection
Pergamon,00230,Solid State Communications,0038-1098,NA,Solid State Communications,Hybrid,USD,2200,Freedom Collection
Pergamon,00103,Solid-State Electronics,0038-1101,NA,Solid State Electronics,Hybrid,USD,2200,Freedom Collection
Pergamon,00497,Studies in Educational Evaluation,0191-491X,NA,Studies in Educational Evaluation,Hybrid,USD,1800,Freedom Collection
Pergamon,00154,Studies in History and Philosophy of Science Part A,0039-3681,NA,Studies in History and Philosophy of Science,Hybrid,USD,1800,Freedom Collection
Pergamon,00153,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,1355-2198,NA,Studies in History and Philosophy of Modern Physics,Hybrid,USD,1800,Freedom Collection
Pergamon,01023,Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences,1369-8486,NA,Studies in History and Philosophy of Biol & Biomed Sci,Hybrid,USD,1100,Freedom Collection
Pergamon,00335,System,0346-251X,NA,System,Hybrid,USD,1800,Freedom Collection
Pergamon,00224,Teaching and Teacher Education,0742-051X,NA,Teaching and Teacher Education,Hybrid,USD,1100,Freedom Collection
Pergamon,00384,Technology in Society,0160-791X,NA,Technology in Society,Hybrid,USD,1800,Freedom Collection
Pergamon,03083,Telecommunications Policy,0308-5961,NA,Telecommunications Policy,Hybrid,USD,1800,Freedom Collection
Pergamon,00703,Telematics and Informatics,0736-5853,NA,Telematics and Informatics,Hybrid,USD,2400,Freedom Collection
Pergamon,00942,Tetrahedron,0040-4020,NA,Tetrahedron,Hybrid,USD,2300,Freedom Collection
Pergamon,00233,Tetrahedron Letters,0040-4039,NA,Tetrahedron Letters,Hybrid,USD,2300,Freedom Collection
Pergamon,00369,Thrombosis Research,0049-3848,NA,Thrombosis Research,Hybrid,USD,3000,Freedom Collection
Pergamon,03084,Tourism Management,0261-5177,Formerly known as International Journal of Tourism Management,Tourism Management,Hybrid,USD,1950,Freedom Collection
Pergamon,00800,Toxicology in Vitro,0887-2333,NA,Toxicology in Vitro,Hybrid,USD,2750,Freedom Collection
Pergamon,00259,Toxicon,0041-0101,NA,Toxicon,Hybrid,USD,3300,Freedom Collection
Pergamon,00864,Transfusion and Apheresis Science,1473-0502,Formerly known as Transfusion Science,Transfusion and Apheresis Science,Hybrid,USD,2500,Freedom Collection
Pergamon,03085,Transport Policy,0967-070X,NA,Transport Policy,Hybrid,USD,1800,Freedom Collection
Pergamon,00547,Transportation Research Part A: Policy and Practice,0965-8564,Formerly known as Transportation Research Part A: General,Transportation Research Part A,Hybrid,USD,1950,Freedom Collection
Pergamon,00548,Transportation Research Part B: Methodological,0191-2615,Formerly part of Transportation Research,Transportation Research Part B,Hybrid,USD,1800,Freedom Collection
Pergamon,00130,Transportation Research Part C: Emerging Technologies,0968-090X,NA,Transportation Research Part C,Hybrid,USD,1950,Freedom Collection
Pergamon,00171,Transportation Research Part D: Transport and Environment,1361-9209,NA,Transportation Research Part D,Hybrid,USD,1950,Freedom Collection
Pergamon,01012,Transportation Research Part E: Logistics and Transportation Review,1366-5545,NA,Transportation Research Part E,Hybrid,USD,1800,Freedom Collection
Pergamon,01022,Transportation Research Part F: Traffic Psychology and Behaviour,1369-8478,NA,Transportation Research Part F: Psychology and Behaviour,Hybrid,USD,1800,Freedom Collection
Pergamon,00799,Tunnelling and Underground Space Technology,0886-7798,NA,Tunnelling and Underground Space Technology incorporating Trenchless Technology Research,Hybrid,USD,2500,Freedom Collection
Pergamon,03090,Utilities Policy,0957-1787,NA,Utilities Policy,Hybrid,USD,2500,Freedom Collection
Pergamon,00357,Vacuum,0042-207X,NA,Vacuum,Hybrid,USD,2200,Freedom Collection
Pergamon,00263,Vision Research,0042-6989,NA,Vision Research,Hybrid,USD,2200,Freedom Collection
Pergamon,00404,Waste Management,0956-053X,Formerly known as Nuclear and Chemical Waste Management,Waste Management,Hybrid,USD,3300,Freedom Collection
Pergamon,00309,Water Research,0043-1354,NA,Water Research,Hybrid,USD,3750,Freedom Collection
Pergamon,00361,Women's Studies International Forum,0277-5395,Formerly known as Women's Studies International Quarterly,Women's Studies International Forum,Hybrid,USD,1100,Freedom Collection
Pergamon,00386,World Development,0305-750X,NA,World Development,Hybrid,USD,2400,Freedom Collection
Pergamon,00654,World Patent Information,0172-2190,NA,World Patent Information,Hybrid,USD,1800,Freedom Collection
Reed Business Information,NEWS,New Scientist,0262-4079,NA,NA,NA,NA,NA,not included
Urban & Fischer,10000,Acta Histochemica,0065-1281,NA,Acta Histochemica,Hybrid,USD,1800,Freedom Collection
Urban & Fischer,10029,AEU - International Journal of Electronics and Communications,1434-8411,NA,AEUE - International Journal of Electronics and Communications,Hybrid,USD,1800,Freedom Collection
Urban & Fischer,10030,Annals of Anatomy - Anatomischer Anzeiger,0940-9602,NA,Annals of Anatomy,Hybrid,USD,1800,Freedom Collection
Urban & Fischer,10017,Basic and Applied Ecology,1439-1791,NA,Basic and Applied Ecology,Hybrid,USD,3000,Freedom Collection
Urban & Fischer,10001,Chemie der Erde,0009-2819,NA,Chemie der Erde,Hybrid,USD,1500,Freedom Collection
Urban & Fischer,10503,Clinical Plasma Medicine,2212-8166,NA,Clinical Plasma Medicine,Hybrid,USD,1700,Freedom Collection
Urban & Fischer,10004,Dendrochronologia,1125-7865,NA,Dendrochronologia,Hybrid,USD,1500,Freedom Collection
Urban & Fischer,10005,European Journal of Cell Biology,0171-9335,NA,European Journal of Cell Biology,Hybrid,USD,2500,Freedom Collection
Urban & Fischer,10062,European Journal of Integrative Medicine,1876-3820,NA,European Journal of Integrative Medicine,Hybrid,USD,1800,Freedom Collection
Urban & Fischer,10028,European Journal of Protistology,0932-4739,NA,European Journal of Protistology,Hybrid,USD,1800,Freedom Collection
Urban & Fischer,10031,Expositiones Mathematicae,0723-0869,NA,Expositiones Mathematicae,Hybrid,USD,1300,Freedom Collection
Urban & Fischer,10032,Flora,0367-2530,"Formerly known as Flora oder Allgemeine botanische Zeitung. Abt. B, Morphologie und Geobotanik;",Flora,Hybrid,USD,1500,Freedom Collection
Urban & Fischer,10060,Fuss & Sprunggelenk,1619-9987,NA,Fuss und Sprunggelenk,Hybrid,USD,1700,Freedom Collection
Urban & Fischer,10023,HOMO,0018-442X,NA,HOMO,Hybrid,USD,1800,Freedom Collection
Urban & Fischer,10026,Immunobiology,0171-2985,Formerly known as Zeitschrift f¸r Immunit‰tsforschung: Immunobiology,Immunobiology,Hybrid,USD,2200,Freedom Collection
Urban & Fischer,10024,International Journal of Hygiene and Environmental Health,1438-4639,Formerly known as Zentralblatt f¸r Hygiene und Umweltmedizin,International Journal of Hygiene and Environmental Health,Hybrid,USD,2600,Freedom Collection
Urban & Fischer,10025,International Journal of Medical Microbiology,1438-4221,Formerly known as Zentralblatt f¸r Bakteriologie; Incorporating International Journal of Medical Microbiology Supplements,International Journal of Medical Microbiology,Hybrid,USD,3000,Freedom Collection
Urban & Fischer,10008,Journal of Forest Economics,1104-6899,NA,Journal of Forest Economics,Hybrid,USD,1500,not included
Urban & Fischer,10009,Journal for Nature Conservation,1617-1381,NA,Journal for Nature Conservation,Hybrid,USD,1500,Freedom Collection
Urban & Fischer,10010,Journal of Plant Physiology,0176-1617,Formerly known as Zeitschrift f¸r Pflanzenphysiologie; Incorporating Biochemie und Physiologie der Pflanzen,Journal of Plant Physiology,Hybrid,USD,2400,Freedom Collection
Urban & Fischer,10014,Journal of Trace Elements in Medicine and Biology,0946-672X,NA,NA,NA,NA,NA,Freedom Collection
Urban & Fischer,10044,Krankenhaus-Hygiene + Infektionsverh¸tung,0720-3373,NA,Krankenhaus-Hygiene + Infektionsverhutung,Hybrid,USD,1700,Freedom Collection
Urban & Fischer,10033,Limnologica,0075-9511,NA,Limnologica,Hybrid,USD,1500,Freedom Collection
Urban & Fischer,10034,Mammalian Biology,1616-5047,NA,Mammalian Biology,Hybrid,USD,1800,Freedom Collection
Urban & Fischer,10011,Microbiological Research,0944-5013,Formerly known as Zentralblatt f¸r Mikrobiologie,Microbiological Research,Hybrid,USD,1800,Freedom Collection
Urban & Fischer,10050,Das Neurophysiologie-Labor,1439-4847,NA,Neurophysiologie-Labor,Hybrid,USD,1700,Freedom Collection
Urban & Fischer,10018,Optik,0030-4026,NA,Optik,Hybrid,USD,1800,Freedom Collection
Urban & Fischer,10051,Osteopathische Medizin,1615-9071,NA,Osteopathische Medizin,Hybrid,USD,1700,Freedom Collection
Urban & Fischer,10021,Pathology - Research and Practice,0344-0338,Formerly known as Beitr‰ge zur Pathologie,Pathology - Research and Practice,Hybrid,USD,1800,Freedom Collection
